#RAT ;#SONO;INICIO ;FIM;DURAÇÃO;EMG -8;EMG -6;EMG -4;EMG -2;EMG AP1;EMG AP2;REM -8;REM -6;REM -4;REM -2;REM AP1;REM AP2;NREM -8;NREM -6;NREM -4;NREM -2;NREM AP1;NREM AP2
R23;REM;4770.0;4790.0;20.00;0.0763;0.0610;0.0610;0.0534;0.0534;0.0610;0.2670;0.7401;12.207;20.065;103.683;91.248;22.125;29.755;15.869;0.8698;0.2747;0.4196
R23;REM;5240.0;5260.0;20.00;0.0839;0.0687;0.0763;0.0839;0.0839;0.0687;0.6104;14.420;144.958;44.861;12.283;21.286;81.863;14.267;23.956;48.752;0.2747;0.4196
R23;REM;6050.0;6070.0;20.00;0.6638;0.4730;0.3662;0.2899;0.1831;0.0687;16.708;20.523;41.275;45.929;155.945;66.605;37.155;34.256;48.599;27.618;0.9766;0.7858
R23;REM;6360.0;6380.0;20.00;0.0610;0.0610;0.0610;0.0610;0.0610;0.0458;10.300;12.665;0.9766;0.5646;73.929;613.403;67.062;35.095;42.953;32.425;264.816;101.700
R23;REM;6410.0;6430.0;20.00;0.6256;0.7095;0.7401;0.6332;0.6409;0.3738;67.749;27.161;51.956;14.572;34.103;21.362;18.768;0.4120;15.564;32.272;0.3357;0.7706
R23;REM;6530.0;6550.0;20.00;0.0992;0.1297;0.0687;0.0687;0.0610;0.0610;14.496;19.608;0.4807;0.2441;0.8087;95.901;12.131;0.6332;23.193;18.158;0.3357;0.7706
R23;REM;6590.0;6610.0;20.00;0.5341;0.5112;0.4196;0.2136;0.0839;0.0916;20.294;121.918;0.7706;16.098;12.207;24.948;41.199;26.169;45.319;0.8163;0.4959;0.2747
R23;REM;6680.0;6700.0;20.00;0.2594;0.1755;0.0916;0.0763;0.0534;0.0458;0.7477;12.131;23.117;18.234;188.675;0.8621;0.8774;15.717;0.6485;14.114;0.4959;0.2747
R23;REM;6740.0;6760.0;20.00;0.2060;0.5951;0.3281;0.1907;0.0839;0.0687;0.3052;0.9460;172.272;28.000;0.4654;80.032;15.717;0.7629;10.071;18.539;20.065;0.7629
R23;REM;7460.0;7480.0;20.00;0.3586;0.3586;0.1678;0.2289;0.1526;0.1373;34.409;56.992;30.899;0.8087;28.763;34.714;55.923;34.409;11.673;0.7477;24.185;31.891
R23;REM;9160.0;9180.0;20.00;0.1450;0.0839;0.0458;0.0381;0.0305;0.0305;10.300;38.528;46.616;53.787;150.757;78.812;98.190;71.716;0.9689;20.905;0.1526;0.2594
R23;REM;9300.0;9320.0;20.00;0.4196;107.269;83.771;12.741;0.8392;0.7095;129.013;21.133;98.572;30.746;16.098;11.749;0.3052;0.5646;0.3128;0.6409;0.1526;0.2594
R23;REM;9420.0;9440.0;20.00;0.8774;0.9537;0.8621;0.7019;0.1755;0.1755;44.479;28.992;29.449;16.785;12.665;0.7172;50.888;34.637;28.610;12.054;83.923;25.101
R23;REM;10740.0;10760.0;20.00;0.0839;0.0687;0.0763;0.0763;0.0763;0.0687;0.7172;30.518;52.338;92.163;46.387;27.084;22.430;54.321;22.964;53.329;13.733;0.7401
R23;REM;11600.0;11620.0;20.00;0.2823;0.3052;0.4120;0.2747;0.2518;0.4578;24.567;10.986;25.024;82.245;74.158;380.630;0.7858;16.022;20.599;21.744;0.1831;0.1526
R23;REM;13350.0;13370.0;20.00;0.2289;0.2518;0.2213;0.2441;0.2441;0.2136;35.019;21.515;29.602;0.6256;15.640;22.278;59.967;24.414;29.144;53.406;0.1755;0.1221
R23;REM;13390.0;13410.0;20.00;0.7248;0.6866;0.7629;0.5035;0.1602;0.0916;18.616;65.460;41.885;34.485;21.820;174.179;32.120;16.937;21.133;0.5646;0.1678;0.3204
R23;REM;13420.0;13440.0;20.00;34.180;19.760;12.970;10.605;10.071;10.376;10.300;0.9918;25.253;164.108;90.561;112.686;0.2747;15.411;12.665;12.512;12.054;10.910
R23;REM;13480.0;13500.0;20.00;0.8621;0.7019;0.5035;0.2441;0.1144;0.0687;77.362;19.379;0.9079;11.444;13.733;11.749;14.877;63.324;61.569;0.9918;0.1755;0.1221
R23;REM;13690.0;13710.0;20.00;0.6714;0.5493;0.6104;0.5646;0.4425;0.3738;0.7324;23.422;45.166;50.583;23.575;33.188;28.610;82.703;38.605;34.943;0.1678;0.3204
R23;REM;13750.0;13770.0;20.00;0.7401;0.5798;0.6027;0.6104;0.4807;0.3052;13.199;16.785;73.318;167.465;17.929;13.199;14.572;19.836;17.471;0.7095;0.8087;13.733
R23;REM;14130.0;14150.0;20.00;0.0153;0.0229;0.0229;0.0305;0.0305;0.0153;19.531;0.6943;13.123;23.041;95.978;18.616;35.248;141.449;13.046;34.332;0.5646;0.1831
R23;REM;14330.0;14350.0;20.00;0.5035;0.4272;0.5722;0.1221;0.1221;0.0916;104.599;60.806;36.087;19.836;125.961;330.200;28.763;42.953;0.4196;0.7629;31.281;0.4959
R23;REM;14490.0;14510.0;20.00;20.065;15.106;11.063;0.8316;0.8240;0.6790;0.2899;0.8850;17.776;11.215;15.411;28.534;25.024;0.6714;0.3281;0.2365;0.5646;0.1831
R23;REM;14990.0;15010.0;20.00;0.0305;0.0229;0.0229;0.0229;0.0458;0.0458;114.975;10.605;27.390;343.628;216.446;26.245;20.676;22.812;10.910;0.8698;0.1755;15.564
R23;REM;15840.0;15860.0;20.00;0.3967;0.4272;0.4196;0.3433;0.3815;0.2975;0.9155;0.5722;0.6866;17.242;48.904;51.422;12.283;11.597;12.207;26.474;0.1755;15.564
R23;REM;16750.0;16770.0;20.00;10.223;0.7706;0.7477;0.3128;0.2594;0.1907;26.321;94.376;25.024;0.7858;30.594;32.578;15.869;87.051;24.261;0.8392;0.0687;0.0839
R23;REM;17050.0;17070.0;20.00;0.3433;0.2594;0.2594;0.2747;0.2518;0.2136;20.981;36.621;30.212;38.528;68.665;52.414;36.163;79.498;82.092;88.882;16.556;12.665
R23;REM;17250.0;17270.0;20.00;0.0305;0.0305;0.0305;0.0305;0.0229;0.0305;73.013;56.763;32.196;13.809;33.646;61.035;77.515;59.204;0.4730;17.395;21.133;28.534
R23;REM;17300.0;17320.0;20.00;0.1221;0.1373;0.1373;0.3052;0.1221;0.1755;110.397;18.616;21.744;27.924;22.507;23.727;25.482;15.335;79.117;39.291;0.0687;0.0839
R23;REM;17400.0;17420.0;20.00;0.4196;0.5264;0.5951;0.3738;0.1984;0.0458;15.717;19.836;0.9918;19.760;28.992;251.846;18.158;19.150;19.531;0.6256;0.2365;18.311
R23;REM;17430.0;17450.0;20.00;0.4425;0.3586;0.3357;0.2899;0.2747;0.3281;10.834;0.8316;12.970;23.346;14.420;166.702;13.351;30.899;69.962;17.395;0.2365;18.311
R23;REM;17990.0;18010.0;20.00;14.038;0.9842;0.6409;0.6256;0.5188;0.8926;15.182;74.997;90.637;31.815;0.8469;131.073;66.376;18.387;18.005;129.929;80.185;347.519
R23;REM;18040.0;18060.0;20.00;0.8469;0.7629;0.8240;0.7935;0.4501;0.2060;29.831;76.599;54.550;12.741;51.041;64.392;16.098;23.346;42.953;39.902;50.659;88.348
R23;REM;18090.0;18110.0;20.00;0.6485;0.6714;0.6714;0.5951;0.4425;0.2594;22.583;28.839;29.144;38.223;54.474;29.907;0.7629;12.131;45.166;116.425;0.1526;0.4044
R23;REM;18840.0;18860.0;20.00;0.1068;0.0992;0.0992;0.0992;0.1144;0.0839;21.362;24.567;27.313;139.847;261.993;135.269;42.343;22.507;20.447;40.894;50.659;88.348
R23;REM;19090.0;19110.0;20.00;0.0763;0.0534;0.0534;202.255;0.8011;0.0687;0.4425;0.6027;12.283;63.782;46.387;18.082;0.6561;0.5264;0.3738;0.4730;0.1297;0.0916
R23;REM;19120.0;19140.0;20.00;32.120;0.5722;0.1297;0.0839;0.0687;0.0610;0.2289;0.4196;11.444;10.834;23.651;18.768;0.9232;0.2670;11.444;18.997;0.1297;0.0916
R23;REM;19180.0;19200.0;20.00;0.0687;0.0610;0.0610;0.0610;0.0687;0.0687;10.605;13.123;0.4654;0.1907;14.343;173.645;14.648;12.817;12.741;28.381;14.496;46.463
R23;REM;19230.0;19250.0;20.00;0.1678;0.0992;0.0916;0.0610;0.0610;0.0763;0.5875;11.520;0.8545;0.2365;18.997;129.700;0.3891;0.1907;0.7858;0.3586;0.1068;0.0763
R23;REM;19330.0;19350.0;20.00;0.0763;0.0610;0.0992;0.1144;0.0916;0.1068;0.4272;0.3738;0.1450;0.1831;0.4807;242.462;24.338;12.665;73.318;15.335;0.5264;0.6714
R23;REM;20160.0;20180.0;20.00;0.1297;0.0839;0.0763;0.0763;0.0763;0.0610;17.929;48.752;0.9003;12.360;34.790;25.787;11.673;13.962;14.877;17.319;0.8698;0.6409
R23;REM;20510.0;20530.0;20.00;0.0916;0.0992;0.1068;0.0839;0.0763;0.0916;18.158;20.294;0.4044;58.975;486.450;390.244;51.651;15.488;11.063;14.877;0.1068;0.0763
R23;REM;21010.0;21030.0;20.00;0.0687;0.0763;0.0763;0.0839;0.0839;0.0839;12.741;0.6180;44.479;93.994;284.042;579.987;28.992;49.667;17.319;0.7324;0.2823;0.7095
R23;REM;21350.0;21370.0;20.00;0.1831;0.1450;0.1526;0.1450;0.1221;0.0992;11.292;0.7324;24.261;15.869;30.060;155.487;0.7553;0.6256;0.3586;11.749;0.2823;0.7095
R23;REM;21930.0;21950.0;20.00;0.9155;0.6027;0.5112;0.9003;0.4883;0.4501;267.029;108.414;16.708;10.147;44.632;16.174;21.667;39.139;67.368;12.817;0.2670;0.2365
R23;REM;22560.0;22580.0;20.00;34.561;33.188;26.093;18.005;0.9537;0.5951;0.5417;0.6027;0.8316;22.354;38.147;16.098;35.553;96.664;43.335;10.223;0.3433;10.147
R23;REM;22600.0;22620.0;20.00;32.654;28.763;23.117;24.643;0.1831;0.0229;14.114;15.488;22.659;57.220;39.597;46.539;10.300;10.147;0.9613;0.1144;0.3433;10.147
R23;REM;22640.0;22660.0;20.00;14.191;13.199;10.757;0.8774;0.7706;0.7858;23.804;0.9537;15.030;18.539;11.978;63.171;22.812;51.498;81.024;26.932;0.9766;44.403
R23;REM;22700.0;22720.0;20.00;0.5875;0.2289;0.0763;0.0610;0.0305;0.0153;142.212;33.340;79.880;30.899;231.552;416.946;25.101;33.417;14.114;0.6104;71.869;39.520
R23;REM;23430.0;23450.0;20.00;0.5798;0.6638;0.5646;0.5798;0.5951;0.3510;42.801;17.700;38.757;38.910;14.648;31.891;17.471;67.749;57.373;61.646;0.9766;44.403
R23;REM;23730.0;23750.0;20.00;0.1602;0.1526;0.1450;0.1373;0.1526;0.1297;0.0763;0.2289;0.9613;0.3586;0.1755;100.708;53.482;20.142;0.9995;39.215;0.9537;0.3586
R23;REM;24420.0;24440.0;20.00;0.5264;0.5875;0.5417;0.4501;0.5417;0.5035;133.667;70.114;125.580;141.068;73.700;46.768;0.4044;22.507;10.529;22.430;11.368;13.428
R23;REM;27020.0;27040.0;20.00;87.814;121.689;34.866;0.6409;28.305;0.9766;23.575;55.084;216.446;102.158;63.324;600.357;0.3967;0.0839;0.0229;0.1755;24.414;17.090
R23;REM;27070.0;27090.0;20.00;18.616;11.749;0.8240;0.6561;0.6027;0.1602;38.986;15.182;28.000;21.286;136.414;578.003;39.673;69.351;14.725;0.7553;0.2289;0.3281
R23;REM;27160.0;27180.0;20.00;10.223;0.7858;0.5951;0.2060;0.3815;0.1831;0.5188;43.716;0.5035;13.351;29.297;46.234;27.237;29.755;45.471;32.043;0.2747;0.5569
R23;REM;27300.0;27320.0;20.00;16.174;11.139;0.2747;46.921;0.0458;0.0305;0.9613;0.4425;0.1221;14.648;11.139;0.1450;15.793;0.3967;0.1373;0.2060;0.2518;0.2441
R23;REM;27430.0;27450.0;20.00;0.0534;0.3204;0.0534;0.0305;0.0305;0.0153;37.994;0.7706;0.7095;0.8621;20.142;12.817;0.4883;0.1984;10.681;0.5493;0.2289;0.3281
R23;REM;27690.0;27710.0;20.00;0.3510;0.2670;0.2060;0.0763;0.0458;0.0305;0.9003;16.556;12.970;40.436;369.568;62.790;34.637;16.022;0.7324;0.5569;0.2747;0.5569
R23;REM;28110.0;28130.0;20.00;0.0458;0.0305;0.0381;0.0458;0.0381;0.0381;48.676;41.580;45.395;104.218;120.468;55.923;33.569;17.700;11.597;29.526;0.2518;0.2441
R23;REM;28340.0;28360.0;20.00;0.0610;0.0610;0.0610;0.0458;0.0458;0.0458;0.5798;96.893;97.885;75.760;15.488;32.196;140.839;32.196;18.616;42.572;0.2289;0.1678
R23;REM;4860.0;4890.0;30.00;0.0839;0.0763;0.0839;0.0916;0.0763;0.0763;0.2899;14.801;48.447;0.6790;38.757;18.921;25.787;21.057;0.8774;191.803;0.1526;0.9155
R23;REM;6180.0;6210.0;30.00;0.3891;0.3738;0.3052;0.1144;0.1144;0.0992;31.662;42.648;33.951;46.158;11.292;56.000;28.076;31.281;22.583;0.5722;0.4654;0.9079
R23;REM;9360.0;9390.0;30.00;0.3433;0.2441;0.1907;0.1526;0.1144;0.1068;44.785;23.727;0.6180;112.991;56.610;0.9766;10.757;25.101;10.986;10.452;10.834;11.902
R23;REM;14390.0;14420.0;30.00;14.496;12.741;0.7935;0.4349;0.3815;0.1602;69.122;28.000;14.343;11.902;13.962;73.547;13.275;27.390;19.608;0.7706;0.0534;0.2594
R23;REM;17340.0;17370.0;30.00;0.1907;0.1450;0.1755;0.1602;0.1450;0.1602;0.7553;12.283;11.902;21.210;0.9384;186.996;0.8316;13.199;15.793;19.989;10.452;0.3891
R23;REM;18540.0;18570.0;30.00;0.6027;0.6256;0.5798;0.4501;0.2747;0.1144;15.182;62.103;106.735;107.422;30.212;32.883;103.760;62.790;29.984;0.2441;0.9003;0.0992
R23;REM;20370.0;20400.0;30.00;0.0916;0.0916;0.0916;0.0763;0.0839;0.0916;10.529;17.242;15.945;31.967;148.697;46.539;53.940;50.354;25.711;26.169;12.589;10.605
R23;REM;20870.0;20900.0;30.00;0.1678;0.2594;0.1602;0.1450;0.1297;0.1144;10.147;0.9842;27.390;26.932;13.580;57.755;34.103;0.9155;0.5569;16.556;26.169;16.937
R23;REM;23010.0;23040.0;30.00;0.2670;0.2289;0.2213;0.1602;0.1526;0.1450;76.065;92.087;15.182;0.9232;30.441;12.894;33.493;45.242;60.120;23.880;0.8392;0.9689
R23;REM;23130.0;23160.0;30.00;0.1831;0.1984;0.1831;0.1602;0.2823;0.1144;0.6561;10.834;16.708;31.052;139.236;27.847;162.430;64.011;18.387;39.978;18.311;0.9766
R23;REM;23180.0;23210.0;30.00;0.6866;0.6790;0.6790;0.7553;0.6332;0.4654;19.150;15.717;21.210;23.956;79.880;145.416;42.343;33.569;29.297;18.692;41.351;29.297
R23;REM;23550.0;23580.0;30.00;0.6638;0.5875;0.2594;0.2213;0.2136;0.1755;93.079;13.351;10.452;19.989;0.5646;0.5875;34.332;23.117;20.981;26.016;18.539;26.398
R23;REM;26350.0;26380.0;30.00;0.1373;0.1297;0.1221;0.1373;0.3738;0.8698;200.882;53.177;68.130;27.161;16.098;22.202;32.196;27.237;32.806;0.6256;23.346;15.411
R23;REM;26960.0;26990.0;30.00;0.1907;0.1221;0.0992;0.1221;0.1068;0.1526;12.817;25.940;29.221;0.7935;0.9232;20.981;23.346;0.9995;15.640;119.476;0.6714;10.071
R23;REM;27240.0;27270.0;30.00;35.400;41.504;39.368;40.283;28.381;11.749;23.041;36.240;26.398;20.370;23.727;13.580;32.349;13.962;24.796;45.319;27.542;11.444
R23;REM;28280.0;28310.0;30.00;0.0610;0.0534;0.0534;0.0458;0.0458;0.0381;32.196;18.005;47.607;17.853;10.910;22.964;40.207;17.166;83.389;32.806;0.1373;0.1678
R25;REM;2505.1;2509.1;4.00;14.801;10.986;10.910;0.9766;12.436;82.245;0.8011;23.422;14.648;11.978;0.9079;0.6180;19.531;20.599;25.635;55.237;12.589;0.0000
R25;REM;8015.0;8019.0;4.00;0.6409;0.7324;0.6027;0.6332;15.717;52.414;0.4349;20.828;34.027;13.657;0.3815;37.384;39.902;18.539;11.673;48.065;20.218;0.0000
R25;REM;14666.0;14670.0;4.00;0.1907;0.1602;0.1450;0.0839;0.1144;22.812;14.496;13.733;29.907;51.117;0.2441;36.316;16.556;0.7935;16.022;15.411;18.387;0.0000
R25;REM;25548.0;25552.0;4.00;0.9613;0.9003;10.300;0.6714;0.8163;30.975;20.905;0.9537;21.439;0.9613;0.4196;0.3204;35.477;17.776;15.945;31.128;0.2823;0.0000
R25;REM;5375.0;5379.2;4.20;0.1144;0.1068;0.1831;0.1144;0.2670;36.545;0.6485;0.8011;19.531;0.0916;0.0610;0.2213;16.708;11.368;10.071;11.368;0.5188;0.0000
R25;REM;28215.0;28219.2;4.20;0.5875;0.6714;0.6332;0.5341;0.9155;64.163;0.5569;20.370;29.221;10.910;0.4730;0.3204;86.899;16.403;0.6027;0.7019;12.589;0.0000
R25;REM;2219.0;2223.4;4.40;0.8774;0.9079;0.7553;0.6485;0.9537;88.882;27.390;55.923;22.736;14.725;0.1984;0.3662;66.147;16.098;20.370;0.7401;12.207;0.0000
R25;REM;22381.1;22385.5;4.40;14.725;16.937;16.632;14.114;12.970;45.013;13.504;22.659;41.351;48.523;0.6104;0.2136;64.240;23.956;0.9232;14.572;15.182;0.0000
R25;REM;3917.0;3921.5;4.50;14.572;14.038;15.335;13.962;17.166;39.902;0.9155;0.9613;16.785;0.6180;0.2823;0.3357;30.975;28.229;25.406;201.416;0.0534;0.0000
R25;REM;7718.1;7722.7;4.60;15.869;17.624;15.717;16.022;14.877;43.259;19.684;16.022;50.354;0.6638;0.2594;0.9613;12.970;28.687;24.185;41.733;0.0534;0.0000
R25;REM;21932.1;21936.7;4.60;13.199;13.885;13.428;14.267;12.436;23.880;0.3738;25.864;42.038;0.0458;0.0458;0.3586;35.248;15.869;12.360;85.831;16.785;0.0000
R25;REM;4078.0;4082.7;4.70;13.657;11.749;10.376;11.215;20.905;37.918;13.275;12.131;26.932;18.463;0.2594;0.8774;12.894;21.210;14.877;86.060;0.3510;0.0000
R25;REM;16829.0;16833.8;4.80;0.2136;0.1984;0.2441;0.2441;0.2518;24.185;0.7477;23.270;31.433;10.834;0.0992;0.0534;13.046;23.041;17.166;46.387;14.877;0.0000
R25;REM;382.1;386.9;4.80;0.3357;0.3510;0.3510;0.3891;0.3967;16.022;13.885;16.785;23.270;0.1755;0.0610;0.5188;73.929;31.586;22.888;90.790;0.9155;0.0000
R25;REM;163.0;167.8;4.80;0.4959;0.4501;0.4807;0.4730;0.5951;17.090;25.253;65.460;46.692;20.905;0.6180;0.5951;91.400;20.447;11.749;31.586;61.951;0.0000
R25;REM;1819.0;1823.9;4.90;0.5646;0.4883;0.4730;0.5264;0.5493;16.785;33.646;66.452;93.079;15.945;0.5417;11.215;111.008;16.937;17.548;39.597;0.6790;0.1984
R25;REM;2402.0;2406.9;4.90;0.8392;0.7629;0.5417;0.3815;0.4654;30.365;27.390;108.414;29.526;0.9537;12.817;17.319;37.994;10.681;25.024;95.062;0.4425;0.0000
R25;REM;21065.0;21069.9;4.90;12.207;13.123;12.054;11.978;15.488;24.948;0.1526;13.351;10.529;0.6485;0.3052;0.2518;38.681;16.785;0.7477;0.6409;0.2365;14.191
R25;REM;23201.1;23206.0;4.90;0.3281;0.3433;0.2823;0.2441;0.3281;13.504;18.005;121.918;28.610;74.692;20.294;20.370;84.229;21.896;0.9232;12.054;0.6790;0.1984
R25;REM;7502.0;7507.0;5.00;0.4730;0.3052;0.1755;0.1221;0.0992;22.964;0.6027;40.588;86.746;120.163;25.177;30.441;27.924;14.191;0.9155;11.826;0.3052;0.3357
R25;REM;17676.0;17681.0;5.00;0.4044;0.3891;0.3204;0.3433;0.4272;21.667;0.4654;28.915;50.964;0.9384;0.1602;0.3586;163.727;0.8774;13.046;23.956;29.831;21.362
R25;REM;25630.0;25635.1;5.10;0.9155;0.8850;10.300;0.9537;10.605;17.242;0.4654;18.768;25.558;0.6485;0.1144;0.4654;60.730;24.872;22.507;23.956;18.158;12.360
R25;REM;13188.1;13193.2;5.10;0.2518;0.1907;0.2136;0.1831;0.2136;0.7401;0.3738;18.768;18.082;0.8316;0.1678;0.1144;0.3433;0.2823;0.5493;0.9766;27.237;0.3967
R25;REM;19681.1;19686.2;5.10;0.0305;0.0305;0.0229;0.0229;0.0229;0.7019;15.182;17.624;80.109;31.204;0.3815;0.3815;36.392;37.689;17.929;13.657;41.428;0.4578
R25;REM;7163.0;7168.2;5.20;0.5646;0.4883;0.4807;0.5188;0.4807;12.436;0.9384;30.060;50.354;26.932;0.6943;0.3662;101.852;15.335;0.6409;14.343;0.0839;0.1068
R25;REM;22488.0;22493.2;5.20;10.300;11.978;12.894;12.512;12.131;17.090;0.2365;28.000;52.567;11.139;0.1526;0.2670;38.757;0.5264;16.251;36.316;0.0839;0.1068
R25;REM;23554.0;23559.2;5.20;0.4730;0.4120;0.4272;0.3738;0.3510;0.7553;11.749;14.572;24.414;0.9155;0.3510;0.0839;50.964;26.093;26.474;38.452;26.550;11.749
R25;REM;13159.0;13164.3;5.30;0.0992;0.0992;0.0916;0.0534;0.0458;0.7248;0.8926;23.499;13.046;0.8926;0.2060;0.2289;54.092;20.447;14.725;28.610;43.411;55.847
R25;REM;19415.0;19420.3;5.30;0.0610;0.0305;0.0000;0.0000;0.1602;18.539;0.4578;14.420;92.468;18.692;0.4959;14.648;17.624;21.820;10.757;19.531;0.7553;0.4120
R25;REM;1898.1;1903.4;5.30;10.529;0.9842;0.9689;0.9689;0.8087;11.902;0.4425;27.084;12.512;13.733;0.3128;0.6180;22.812;21.210;22.964;45.471;17.242;0.8240
R25;REM;18259.0;18264.4;5.40;0.0992;0.0992;0.0916;0.1297;0.2823;14.496;0.5646;21.973;16.632;14.877;0.0839;0.1755;13.962;0.8545;0.8621;25.482;10.300;24.567
R25;REM;12343.0;12348.5;5.50;14.496;11.520;10.147;0.9079;0.8698;12.665;18.692;28.305;185.852;142.288;14.954;0.5035;47.836;12.589;21.896;13.199;0.0534;0.2289
R25;REM;23715.0;23720.5;5.50;16.327;11.673;10.910;0.7629;0.8316;10.757;23.117;39.139;40.970;22.354;0.1907;0.0229;45.319;37.155;19.684;10.757;0.0534;0.2289
R25;REM;3789.0;3794.6;5.60;208.664;0.8163;0.6790;0.6638;0.8392;11.215;12.283;21.057;14.038;0.1297;0.4272;0.2518;18.616;0.8850;14.114;42.725;28.763;0.7629
R25;REM;23608.0;23613.9;5.90;0.5112;0.4196;0.3281;0.3128;0.2899;0.3662;18.387;24.872;34.790;15.564;0.9613;0.5035;47.913;23.499;19.989;27.466;169.144;89.798
R25;REM;22831.0;22837.2;6.20;0.6409;0.5646;0.5722;0.5493;0.6104;0.6332;0.7935;32.806;12.512;11.902;0.0458;14.191;45.471;11.749;28.305;32.196;0.4120;0.4349
R25;REM;23969.0;23975.2;6.20;0.1373;0.0916;0.1068;0.0992;0.1297;0.1984;0.4501;55.618;223.846;0.8240;51.727;11.139;45.700;10.529;11.139;27.161;38.757;0.7324
R25;REM;12762.0;12768.4;6.40;0.6714;0.5341;0.7782;0.6027;0.5035;0.5112;21.362;33.493;62.485;0.6409;22.583;0.4578;45.395;31.204;11.749;18.616;0.1678;0.1907
R25;REM;18416.1;18422.6;6.50;0.1755;0.1297;0.0992;0.0916;0.0916;0.0839;29.297;22.736;14.038;0.1907;0.0305;0.0534;111.618;12.817;0.5951;28.381;0.5493;0.0839
R25;REM;8199.1;8205.7;6.60;0.0458;0.0458;0.0458;0.0458;0.0458;0.0610;320.740;556.793;942.841;31.738;191.956;507.355;0.2975;0.5112;0.2747;12.512;98.877;61.722
R25;REM;25123.0;25129.8;6.80;0.2289;0.1068;0.1144;0.0916;0.0992;0.1221;11.597;66.147;86.975;66.223;50.659;175.552;56.076;19.226;0.6790;16.937;0.6866;0.7172
R25;REM;3352.0;3358.8;6.80;12.131;0.9537;0.9308;0.9995;11.292;10.986;23.422;10.147;29.297;0.2441;0.0610;0.6256;30.136;21.133;16.174;60.883;0.1373;0.2899
R25;REM;25008.1;25014.9;6.80;0.6104;0.5264;0.4501;0.4425;0.4196;0.7172;0.8087;18.158;42.953;11.444;16.022;11.215;19.302;28.076;32.654;49.667;17.395;0.3662
R25;REM;7231.1;7238.0;6.90;0.9766;0.8698;0.9003;0.9232;0.8316;0.9232;13.275;18.158;12.741;13.657;0.1602;0.3204;24.033;23.727;23.804;42.953;42.191;32.120
R25;REM;14290.1;14297.0;6.90;0.0610;0.0534;0.0534;0.0610;0.0305;0.0305;0.2975;97.198;622.787;129.776;10.757;21.896;35.782;14.496;0.2975;0.8621;0.1577;0.2289
R25;REM;1876.0;1883.0;7.00;0.8774;0.7935;0.7324;0.5951;0.6485;0.7019;24.643;53.864;59.052;0.2594;0.6638;0.2823;47.760;12.817;12.970;87.357;11.902;0.9460
R25;REM;18308.1;18315.1;7.00;0.8087;0.2213;0.1221;0.2518;0.3357;0.3738;0.8011;37.460;16.632;0.5264;0.1602;0.0992;0.7019;16.098;35.706;48.828;78.049;48.294
R25;REM;26780.0;26787.1;7.10;10.376;11.520;10.452;0.9384;0.8698;11.520;11.215;0.8087;15.411;0.7172;0.1907;0.2289;11.292;20.981;18.768;32.196;0.4883;0.5264
R25;REM;7363.0;7370.1;7.10;11.063;11.444;13.046;10.681;11.520;14.725;24.567;11.520;33.646;88.501;0.9689;0.6866;14.648;23.575;22.888;16.632;0.8163;48.294
R25;REM;12825.1;12832.2;7.10;0.8545;10.147;0.7935;0.5493;0.6104;0.6943;0.9384;34.332;24.414;0.3281;19.302;0.7401;49.667;0.6866;16.861;77.896;32.043;20.828
R25;REM;28349.1;28356.2;7.10;0.0458;0.0534;0.0534;0.0458;0.0381;0.0610;89.493;52.185;28.458;189.896;28.381;80.109;0.8926;28.458;26.321;0.5035;0.6638;0.5493
R25;REM;9256.1;9263.4;7.30;0.2060;0.1907;0.1831;0.1755;0.0839;0.1373;10.986;24.872;18.768;19.073;30.441;0.8774;73.624;16.403;10.376;11.826;17.395;20.676
R25;REM;7441.0;7448.5;7.50;13.885;11.520;0.8621;0.4959;0.4654;0.4578;11.826;36.163;46.539;31.891;33.951;0.8774;89.264;27.084;22.278;48.752;0.1831;0.4501
R25;REM;9510.0;9517.5;7.50;0.3815;0.2670;0.1068;0.1755;0.3586;19.760;18.387;13.199;18.158;45.166;21.210;22.583;37.155;0.8392;0.6943;13.199;205.002;50.659
R25;REM;17400.1;17407.6;7.50;0.5188;0.5264;0.4272;0.3967;0.3281;0.3281;28.229;27.847;36.163;19.684;0.9689;0.3204;44.022;46.158;24.109;21.057;37.918;37.155
R25;REM;22703.1;22710.6;7.50;0.9079;0.8011;0.5264;0.4883;0.5341;0.5417;26.245;21.057;48.523;55.847;0.1831;39.444;53.329;11.444;17.166;13.275;0.8392;21.439
R25;REM;13062.0;13069.7;7.70;0.1602;0.1831;0.1755;0.1678;0.1602;0.1678;10.986;34.409;41.275;43.793;0.8698;0.5646;49.057;16.785;25.635;14.191;254.288;88.043
R25;REM;19867.0;19874.7;7.70;0.0458;0.0534;0.0610;0.0458;0.0458;0.0610;0.1831;17.090;40.436;14.038;0.6638;0.3662;20.447;10.300;12.360;13.199;17.700;0.6866
R25;REM;25978.0;25985.7;7.70;20.065;15.564;15.030;16.098;17.548;19.379;0.6943;13.580;15.564;0.1221;0.1068;0.4730;29.755;14.954;24.490;31.509;0.5341;24.414
R25;REM;8054.0;8061.8;7.80;0.5112;0.5341;0.5112;0.4883;0.4501;0.4883;0.5951;27.084;30.975;0.2441;0.5035;0.5188;32.349;25.101;14.572;74.615;12.512;13.428
